symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
CME,CME Group Inc.,205.82,-0.82,-0.40%,"949,216",1.818M,73.891B,35.06,1818000,73891000000
XIACY,Xiaomi Corporation,14.40,0.6,+4.35%,"19,427","268,737",73.809B,,268737,73809000000
PLD,"Prologis, Inc.",99.67,1.95,+2.00%,"882,071",2.834M,73.706B,49.64,2834000,73706000000
ENB,Enbridge Inc.,36.31,0.4,+1.11%,2.721M,5.038M,73.351B,50.01,5038000,73351000000
GS-PJ,"The Goldman Sachs Group, Inc.",26.70,0.11,+0.41%,"32,064","79,494",73.05B,1.08,79494,73050000000
KDDIY,KDDI Corporation,16.02,-0.09,-0.56%,"94,722","153,216",72.629B,14.45,153216,72629000000
ZTS,Zoetis Inc.,152.70,1.61,+1.07%,"572,831",1.976M,72.581B,44.65,1976000,72581000000
GS-PK,"The Goldman Sachs Group, Inc.",28.04,0.2,+0.72%,"10,324","49,871",72.539B,1.13,49871,72539000000
ATVI,"Activision Blizzard, Inc.",93.55,2.24,+2.45%,1.387M,5.942M,72.478B,33.17,5942000,72478000000
ADYEY,Adyen N.V.,47.66,2.77,+6.17%,"184,119","367,240",72.1B,,367240,72100000000
CSX,CSX Corporation,94.37,0.78,+0.83%,"736,467",3.752M,71.958B,26.21,3752000,71958000000
FDX,FedEx Corporation,269.81,9.39,+3.61%,2.233M,2.806M,71.519B,29.13,2806000,71519000000
BEKE,KE Holdings Inc.,60.39,6.68,+12.44%,2.885M,4.286M,71.187B,,4286000,71187000000
XIACF,Xiaomi Corporation,2.7500,0.0,0.00%,"151,733","548,044",70.733B,,548044,70733000000
DUK,Duke Energy Corporation,91.79,1.0,+1.10%,1.02M,2.981M,70.556B,53.40,2981000,70556000000
MUFG,"Mitsubishi UFJ Financial Group, Inc.",5.51,-0.03,-0.54%,"630,570",1.55M,70.534B,6.41,1550000,70534000000
ADDYY,adidas AG,179.49,6.33,+3.66%,"8,869","65,871",69.824B,40.30,65871,69824000000
MKKGY,MERCK Kommanditgesellschaft auf Aktien,32.00,0.45,+1.43%,"72,167","63,005",69.778B,30.88,63005,69778000000
BAYP,"Bayport International Holdings, Inc.",5.12,-0.95,-15.71%,"234,317","147,284",69.493B,,147284,69493000000
BDX,"Becton, Dickinson and Company",237.82,-0.07,-0.03%,"908,781",1.303M,69.101B,45.25,1303000,69101000000
ATLKY,Atlas Copco AB,60.70,1.8,+3.06%,"78,510","92,955",69.016B,6.24,92955,69016000000
NJDCY,Nidec Corporation,29.56,0.69,+2.39%,"21,817","126,005",68.974B,25.58,126005,68974000000
NIO,NIO Limited,44.18,2.86,+6.92%,78.999M,115.141M,68.872B,,115141000,68872000000
DUK-PA,Duke Energy Corporation,27.60,0.21,+0.76%,"25,428","81,617",68.052B,16.06,81617,68052000000
WBK,Westpac Banking Corporation,19.05,-0.14,-0.71%,"31,466","125,173",68.028B,11.20,125173,68028000000
ITW,Illinois Tool Works Inc.,214.35,0.38,+0.18%,"257,542",1.002M,67.878B,32.33,1002000,67878000000
CCI,Crown Castle International Corp. (REIT),155.93,3.99,+2.63%,"954,551",2.449M,67.257B,66.36,2449000,67257000000
SHECY,"Shin-Etsu Chemical Co., Ltd.",40.57,0.05,+0.13%,"44,730","71,928",67.045B,24.26,71928,67045000000
DELL,Dell Technologies Inc.,89.38,1.69,+1.93%,"805,365",2.589M,67.014B,21.18,2589000,67013999999
CHGCY,"Chugai Pharmaceutical Co., Ltd.",20.62,-0.58,-2.72%,"107,168","50,891",66.29B,7.25,50891,66290000000
DNNGY,Ørsted A/S,52.42,1.48,+2.91%,"15,252","51,671",66.087B,42.12,51671,66087000000
NSC,Norfolk Southern Corporation,261.37,2.08,+0.80%,"248,530",1.177M,65.842B,33.35,1177000,65842000000
NTDOY,"Nintendo Co., Ltd.",69.67,1.18,+1.72%,"256,956","522,255",65.835B,48.29,522255,65834999999
DPSGY,Deutsche Post AG,53.25,1.14,+2.19%,"11,540","66,370",65.751B,27.56,66370,65751000000
STOHF,Equinor ASA,20.35,0.0,0.00%,241,"116,531",65.598B,,116531,65598000000
ICE,"Intercontinental Exchange, Inc.",115.89,0.31,+0.27%,"683,064",2.434M,65.096B,30.74,2434000,65096000000
EQNR,Equinor ASA,20.42,-0.18,-0.85%,"886,235",4.112M,65.041B,,4112000,65041000000
BAM,Brookfield Asset Management Inc.,42.96,0.34,+0.80%,"599,406",2.661M,64.712B,,2661000,64712000000
CL,Colgate-Palmolive Company,75.69,-0.11,-0.15%,2.059M,4.472M,64.228B,24.11,4472000,64227999999
AXAHY,AXA SA,27.16,-0.16,-0.59%,"21,923","102,995",64.165B,10.10,102995,64165000000
TWLO,Twilio Inc.,374.37,21.6,+6.12%,"888,720",2.268M,63.822B,,2268000,63822000000
SO,The Southern Company,59.95,0.17,+0.28%,1.053M,3.784M,63.344B,20.46,3784000,63344000000
ABLZF,ABB Ltd,31.28,0.45,+1.46%,"2,763","45,043",63.056B,12.83,45043,63056000000
ZURVY,Zurich Insurance Group AG,42.48,-0.1,-0.23%,"10,667","76,970",63.019B,16.62,76970,63019000000
HCA,"HCA Healthcare, Inc.",185.18,-0.19,-0.10%,"421,527",1.565M,62.946B,16.94,1565000,62946000000
ABB,ABB Ltd,31.11,0.39,+1.26%,"854,142",1.942M,62.934B,12.76,1942000,62934000000
SHW,The Sherwin-Williams Company,705.22,-0.88,-0.12%,"159,631","488,518",62.912B,31.94,488518,62912000000
WDAY,"Workday, Inc.",258.07,15.36,+6.33%,"869,097",2.166M,62.685B,,2166000,62685000000
GPN,Global Payments Inc.,211.75,2.38,+1.14%,"973,434",1.864M,62.518B,108.59,1864000,62518000000
VMW,"VMware, Inc.",148.98,3.14,+2.15%,"455,760",1.517M,62.468B,30.65,1517000,62468000000
SOBKY,SoftBank Corp.,13.35,-0.01,-0.04%,"4,341","31,871",62.037B,,31871,62037000000
ANZBY,Australia and New Zealand Banking Group Limited,22.01,-0.26,-1.17%,"2,917","31,213",61.933B,14.04,31213,61933000000
BAYRY,Bayer Aktiengesellschaft,15.73,-0.5,-3.11%,"245,452","520,423",61.673B,8.53,520423,61673000000
ECL,Ecolab Inc.,215.73,-1.24,-0.57%,"314,713","933,628",61.665B,,933628,61665000000
HEINY,Heineken N.V.,53.69,-0.66,-1.22%,"3,119","63,576",61.657B,26.11,63576,61657000000
SCCO,Southern Copper Corporation,79.61,4.47,+5.95%,"635,747",1.021M,61.543B,39.20,1020999,61543000000
SAFRY,Safran SA,36.06,0.01,+0.01%,"43,257","126,195",61.492B,25.26,126195,61492000000
APD,"Air Products and Chemicals, Inc.",275.10,3.48,+1.28%,"337,013",1.255M,60.873B,32.32,1255000,60873000000
RBGLY,Reckitt Benckiser Group plc,17.46,-0.15,-0.85%,1.251M,"487,096",60.867B,7.19,487096,60867000000
ILMN,"Illumina, Inc.",415.58,16.13,+4.04%,"254,052",1.111M,60.634B,93.39,1111000,60634000000
BMWYY,Bayerische Motoren Werke Aktiengesellschaft,31.34,-1.04,-3.20%,"38,175","52,523",60.497B,6.59,52523,60497000000
COF,Capital One Financial Corporation,131.73,2.2,+1.70%,"838,315",3.41M,60.495B,25.42,3410000,60495000000
ADSK,"Autodesk, Inc.",274.62,10.98,+4.16%,"825,326",1.431M,60.386B,50.48,1431000,60386000000
BCDRF,"Banco Santander, S.A.",3.4962,-0.0438,-1.24%,"100,000","93,033",60.245B,,93033,60245000000
VCISY,VINCI SA,26.69,-0.05,-0.18%,"22,773","153,128",59.993B,17.01,153128,59993000000
MMC,"Marsh & McLennan Companies, Inc.",118.01,0.66,+0.56%,"939,461",1.71M,59.971B,29.95,1710000,59971000000
IBN,ICICI Bank Limited,17.40,0.15,+0.87%,2.835M,8.998M,59.952B,50.00,8998000,59952000000
SMMNY,Siemens Healthineers AG,27.94,0.57,+2.10%,"7,204","43,415",59.9B,38.07,43415,59900000000
SAN,"Banco Santander, S.A.",3.5050,-0.065,-1.82%,2.786M,7.838M,59.888B,7.27,7838000,59888000000
DKILY,"Daikin Industries,Ltd.",20.32,0.1,+0.48%,"19,302","135,585",59.376B,32.68,135585,59376000000
D,"Dominion Energy, Inc.",73.35,0.14,+0.19%,1.235M,4.261M,59.094B,,4261000,59094000000
HNHPF,"Hon Hai Precision Industry Co., Ltd.",8.40,0.24,+2.91%,"56,193","224,613",58.92B,,224613,58920000000
TEAM,Atlassian Corporation Plc,235.08,9.39,+4.16%,"629,321",1.472M,58.785B,,1472000,58785000000
EQIX,"Equinix, Inc. (REIT)",656.07,17.36,+2.72%,"298,918","574,286",58.579B,156.95,574286,58579000000
DCUE,"Dominion Energy, Inc.",96.84,0.14,+0.14%,"4,515","122,323",58.352B,55.98,122323,58352000000
TKPHF,Takeda Pharmaceutical Company Limited,36.97,0.01,+0.03%,749,"80,455",58.041B,22.78,80455,58041000000
TAK,Takeda Pharmaceutical Company Limited,18.50,-0.03,-0.19%,"741,335",3.92M,57.916B,22.79,3920000,57916000000
TOELY,Tokyo Electron Limited,94.90,1.6,+1.71%,"17,794","69,521",57.099B,27.65,69521,57099000000
STLA,Stellantis N.V.,18.21,0.14,+0.77%,1.761M,3.034M,56.814B,,3034000,56814000000
BMO,Bank of Montreal,87.82,0.49,+0.56%,"235,149","643,985",56.655B,14.30,643985,56655000000
NGLOY,Anglo American plc,21.24,1.02,+5.04%,"375,326","418,281",56.514B,25.44,418281,56514000000
VRTX,Vertex Pharmaceuticals Incorporated,216.57,2.28,+1.06%,"645,169",2.025M,56.3B,21.05,2025000,56300000000
VLVLY,AB Volvo (publ),27.89,-0.08,-0.27%,"15,135","62,448",56.126B,18.30,62448,56126000000
LUKOY,PJSC LUKOIL,86.45,3.25,+3.91%,"6,450","95,215",56.082B,3.29,95215,56082000000
ETN,Eaton Corporation plc,140.26,1.01,+0.73%,"556,707",2.145M,55.839B,40.19,2145000,55839000000
ETN,Eaton Corporation plc,140.26,1.01,+0.73%,"556,830",2.145M,55.839B,40.19,2145000,55839000000
DSNKY,"Daiichi Sankyo Company, Limited",29.38,-0.48,-1.60%,"19,407","29,635",55.73B,30.23,29635,55730000000
MRNA,"Moderna, Inc.",138.13,8.38,+6.46%,3.916M,16.895M,55.22B,,16895000,55220000000
EMR,Emerson Electric Co.,92.02,0.3,+0.33%,"922,174",2.684M,55.217B,26.63,2684000,55217000000
BSX,Boston Scientific Corporation,38.96,-0.38,-0.97%,2.215M,10.758M,55.175B,14.96,10758000,55175000000
PUK,Prudential plc,42.58,0.09,+0.21%,"91,155","365,296",55.073B,26.09,365296,55073000000
CFRUY,Compagnie Financière Richemont SA,9.64,0.08,+0.84%,"39,408","252,416",54.787B,18.71,252416,54787000000
MCO,Moody's Corporation,292.71,1.58,+0.54%,"196,781","799,355",54.766B,31.17,799355,54766000000
PGR,The Progressive Corporation,93.48,1.26,+1.37%,1.192M,2.924M,54.756B,9.68,2924000,54756000000
TWTR,"Twitter, Inc.",67.85,3.02,+4.66%,6.184M,21.177M,54.155B,,21177000,54155000000
GLCNF,Glencore plc,4.0575,0.1225,+3.11%,"24,907","98,180",54.063B,,98180,54063000000
SPOT,Spotify Technology S.A.,284.06,13.87,+5.13%,"923,811",1.643M,54.033B,,1643000,54033000000
FCX,Freeport-McMoRan Inc.,36.99,2.53,+7.36%,13.548M,22.678M,54.013B,90.23,22678000,54013000000
VIAC,ViacomCBS Inc.,86.96,4.07,+4.92%,5.169M,15.889M,53.879B,,15889000,53879000000
VIACA,ViacomCBS Inc.,86.86,4.06,+4.90%,"89,853","116,463",53.873B,,116463,53873000000
DBSDY,DBS Group Holdings Ltd,84.94,1.46,+1.75%,"8,204","67,768",53.795B,13.78,67768,53795000000
WMMVY,"Wal-Mart de México, S.A.B. de C.V.",31.28,-0.37,-1.17%,"16,557","117,456",53.652B,30.67,117456,53652000000
GLNCY,Glencore plc,8.05,0.18,+2.24%,"155,601","408,081",53.602B,,408081,53602000000
MET,"MetLife, Inc.",60.54,0.06,+0.10%,1.245M,5.815M,53.542B,10.66,5815000,53542000000
CEO,CNOOC Limited,121.76,0.0,0.00%,"96,500","267,861",53.213B,10.59,267861,53213000000
SNOW,Snowflake Inc.,239.82,12.71,+5.60%,3.698M,4.896M,52.818B,,4896000,52818000000
IFNNY,Infineon Technologies AG,40.76,1.61,+4.13%,"81,835","262,650",52.81B,36.79,262650,52810000000
EW,Edwards Lifesciences Corporation,84.31,1.33,+1.60%,"709,116",2.545M,52.653B,64.85,2545000,52653000000
CSUAY,China Shenhua Energy Company Limited,7.49,0.11,+1.56%,"3,628","87,345",52.576B,5.28,87345,52576000000
NWAU,"Consumer Automotive Finance, Inc.",0.0300,0.003,+11.11%,"87,830","371,725",52.508B,,371725,52508000000
LNSTY,London Stock Exchange Group plc,27.29,0.4,+1.49%,"209,376","160,461",52.479B,48.67,160461,52479000000
UBS,UBS Group AG,15.48,-0.18,-1.15%,2.542M,2.874M,52.471B,8.75,2874000,52471000000
ISNPY,Intesa Sanpaolo S.p.A.,16.31,-0.03,-0.21%,"56,195","129,823",52.384B,8.97,129823,52384000000
NXPI,NXP Semiconductors N.V.,188.93,8.5,+4.71%,1.201M,2.651M,52.335B,"1,049.61",2651000,52335000000
SCHW-PC,The Charles Schwab Corporation,25.46,0.03,+0.12%,"17,021","59,593",52.251B,12.01,59593,52251000000
RKT,"Rocket Companies, Inc.",26.29,0.34,+1.31%,10.666M,22.659M,52.171B,,22659000,52171000000
HUM,Humana Inc.,403.31,0.3,+0.07%,"373,217",1.099M,52.031B,15.93,1099000,52031000000
PBR-A,Petróleo Brasileiro S.A. - Petrobras,8.26,0.38,+4.80%,4.763M,8.558M,52.001B,11.25,8558000,52001000000
MRAAY,"Murata Manufacturing Co., Ltd.",20.26,-0.45,-2.17%,"83,054","169,633",51.993B,11.65,169633,51993000000
PBR,Petróleo Brasileiro S.A. - Petrobras,8.19,0.35,+4.46%,24.23M,36.633M,51.836B,,36633000,51836000000
BX,The Blackstone Group Inc.,73.61,2.85,+4.03%,2.054M,2.794M,51.816B,49.07,2794000,51816000000
WXXWY,WuXi Biologics (Cayman) Inc.,24.49,1.93,+8.54%,"54,344","423,852",51.748B,,423852,51748000000
AON,Aon plc,228.89,-0.86,-0.37%,"507,000",1.646M,51.725B,27.07,1646000,51725000000
SCHW-PD,The Charles Schwab Corporation,25.57,0.15,+0.59%,"12,752","44,496",51.694B,12.06,44496,51694000000
PHG,Koninklijke Philips N.V.,56.65,0.09,+0.16%,"172,862","444,078",51.265B,35.85,444078,51265000000
F,Ford Motor Company,12.82,-0.09,-0.66%,29.827M,79.081M,51.027B,,79081000,51027000000
WM,"Waste Management, Inc.",120.29,-0.82,-0.68%,"701,053",1.926M,50.901B,34.17,1926000,50901000000
EPD,Enterprise Products Partners L.P.,23.28,0.03,+0.15%,2.979M,8.501M,50.799B,13.59,8501000,50799000000
REGN,"Regeneron Pharmaceuticals, Inc.",472.58,4.63,+0.99%,"289,748",1.035M,50.628B,15.48,1034999,50628000000
HMC,"Honda Motor Co., Ltd.",29.66,-0.32,-1.07%,"370,544","823,981",50.622B,5.12,823981,50622000000
NILSY,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,31.90,0.54,+1.73%,"69,630","103,648",50.48B,14.91,103648,50480000000
FSUGY,Fortescue Metals Group Limited,32.67,1.03,+3.27%,"59,311","43,325",50.291B,7.93,43325,50291000000
CP,Canadian Pacific Railway Limited,376.84,4.55,+1.22%,"75,136","281,465",50.195B,30.25,281465,50195000000
NOC,Northrop Grumman Corporation,299.63,-0.37,-0.12%,"314,230",1.17M,49.954B,15.75,1170000,49954000000
PDRDY,Pernod Ricard SA,38.41,0.02,+0.05%,"17,803","131,831",49.917B,27.75,131831,49917000000
SMFG,"Sumitomo Mitsui Financial Group, Inc.",7.32,-0.03,-0.41%,"392,091",1.307M,49.799B,6.89,1307000,49799000000
GD,General Dynamics Corporation,173.32,0.9,+0.52%,"431,722",1.455M,49.615B,15.76,1455000,49615000000
NTOIY,Neste Oyj,32.26,0.99,+3.17%,"13,895","29,373",49.308B,15.88,29373,49308000000
MET-PA,"MetLife, Inc.",25.35,0.03,+0.10%,"20,990","40,591",49.231B,4.46,40591,49231000000
VOD,Vodafone Group Plc,18.67,0.35,+1.88%,2.011M,3.708M,49.103B,,3708000,49103000000
LVS,Las Vegas Sands Corp.,64.19,2.17,+3.51%,2.148M,6.762M,49.035B,,6762000,49035000000
AIG-PA,"American International Group, Inc.",27.32,0.13,+0.46%,"10,325","42,908",49.012B,,42908,49012000000
RACE,Ferrari N.V.,196.13,4.3,+2.24%,"181,858","350,366",48.948B,43.73,350366,48948000000
MAR,"Marriott International, Inc.",149.91,2.77,+1.88%,"936,835",2.557M,48.633B,,2557000,48633000000
VODPF,Vodafone Group Plc,1.8300,0.01,+0.55%,355,"25,783",48.46B,,25783,48460000000
PLTR,Palantir Technologies Inc.,26.55,1.8,+7.27%,57.489M,83.498M,48.381B,,83498000,48381000000
DOW,Dow Inc.,64.60,0.51,+0.80%,1.533M,4.172M,48.142B,39.39,4171999,48142000000
WXIBF,WuXi Biologics (Cayman) Inc.,11.75,0.0,0.00%,"11,872","88,607",47.676B,244.79,88607,47676000000
CVNA,Carvana Co.,274.89,14.44,+5.55%,"580,770",1.546M,47.354B,,1546000,47354000000
MET-PE,"MetLife, Inc.",26.69,0.15,+0.56%,"28,598","45,243",47.329B,4.70,45243,47329000000
MNST,Monster Beverage Corporation,89.47,0.07,+0.08%,"402,785",2.028M,47.252B,33.89,2028000,47252000000
DASH,"DoorDash, Inc.",146.93,11.16,+8.22%,1.793M,3.653M,47.233B,,3653000,47233000000
KHC,The Kraft Heinz Company,38.60,-0.51,-1.30%,2.828M,7.08M,47.215B,133.10,7080000,47215000000
HNNMY,H & M Hennes & Mauritz AB (publ),5.11,0.09,+1.79%,"2,322","41,871",47.074B,28.68,41871,47074000000
KDP,Keurig Dr Pepper Inc.,33.35,-0.22,-0.64%,2.821M,4.649M,46.925B,35.85,4649000,46925000000
ROKU,"Roku, Inc.",364.76,8.22,+2.31%,1.916M,4.858M,46.843B,,4858000,46843000000
ITOCY,ITOCHU Corporation,62.99,-0.71,-1.11%,"8,064","30,296",46.65B,12.93,30296,46650000000
TME,Tencent Music Entertainment Group,27.80,0.45,+1.65%,4.412M,12.846M,46.635B,85.80,12846000,46635000000
NEM,Newmont Corporation,58.22,0.04,+0.07%,2.95M,6.458M,46.594B,16.58,6458000,46594000000
HTHIY,"Hitachi, Ltd.",96.74,0.03,+0.03%,"4,686","37,468",46.581B,13.01,37468,46581000000
RELX,RELX PLC,24.23,0.21,+0.87%,"551,264","558,086",46.438B,22.27,558086,46438000000
DG,Dollar General Corporation,188.93,1.38,+0.74%,"939,678",2.328M,46.288B,18.70,2328000,46288000000
FANUY,Fanuc Corporation,24.47,0.12,+0.48%,"146,038","257,340",46.093B,29.36,257340,46093000000
HYMTF,Hyundai Motor Company,46.75,0.4,+0.86%,"11,186","31,320",45.969B,12.27,31320,45969000000
KLAC,KLA Corporation,298.14,14.69,+5.18%,"453,847",1.193M,45.936B,34.10,1193000,45936000000
TRP,TC Energy Corporation,46.35,0.32,+0.70%,"638,809",2.662M,45.711B,16.67,2662000,45711000000
ING,ING Groep N.V.,11.85,-0.64,-5.11%,8.005M,4.392M,45.563B,8.92,4392000,45563000000
AMX,"América Móvil, S.A.B. de C.V.",13.62,0.31,+2.33%,"803,296",3.322M,45.426B,34.05,3322000,45426000000
KMB,Kimberly-Clark Corporation,133.71,-0.73,-0.54%,"762,675",2.053M,45.195B,19.46,2053000,45195000000
CRWD,"CrowdStrike Holdings, Inc.",203.61,8.75,+4.49%,1.839M,4.267M,45.051B,,4267000,45051000000
PINS,"Pinterest, Inc.",71.18,2.21,+3.20%,5.257M,12.458M,44.738B,,12458000,44738000000
ERIC,Telefonaktiebolaget LM Ericsson (publ),13.37,0.8,+6.36%,5.54M,7.504M,44.626B,,7504000,44626000000
PSA-PH,Public Storage,27.65,0.16,+0.59%,"4,667","26,049",44.602B,4.40,26049,44602000000
LZAGY,Lonza Group Ltd,59.88,1.43,+2.45%,"13,920","78,386",44.576B,49.37,78386,44576000000
EIPAF,Eni S.p.A.,12.36,0.41,+3.43%,"300,000","41,766",44.569B,6.66,41766,44569000000
ITUB,Itaú Unibanco Holding S.A.,4.8800,0.1,+2.09%,20.505M,41.9M,44.386B,7.63,41900000,44386000000
ZIJMF,Zijin Mining Group Company Limited,1.5100,0.165,+12.27%,"98,336","134,405",44.38B,48.71,134405,44380000000
CM,Canadian Imperial Bank of Commerce,99.32,0.66,+0.67%,"144,212","403,316",44.38B,11.34,403316,44380000000
DANOY,Danone S.A.,13.73,-0.13,-0.94%,"145,971","752,228",44.204B,14.03,752228,44204000000
STZ,"Constellation Brands, Inc.",229.62,2.56,+1.13%,"257,869",1.183M,44.145B,22.15,1183000,44145000000
MURGY,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,31.62,0.03,+0.08%,"5,318","44,985",44.105B,15.75,44985,44105000000
WBA,"Walgreens Boots Alliance, Inc.",51.03,0.51,+1.01%,2.569M,6.445M,44.092B,,6445000,44092000000
SUHJY,Sun Hung Kai Properties Limited,15.31,-0.16,-1.07%,"9,612","72,245",44.028B,,72245,44028000000
TEL,TE Connectivity Ltd.,132.23,2.14,+1.65%,"514,785",1.755M,43.753B,384.39,1755000,43753000000
JCI,Johnson Controls International plc,60.89,0.66,+1.10%,2.918M,4.498M,43.742B,49.03,4498000,43742000000
ROST,"Ross Stores, Inc.",122.70,1.13,+0.93%,"918,221",2.008M,43.738B,511.25,2008000,43738000000
ERIXF,Telefonaktiebolaget LM Ericsson (publ),13.06,0.53,+4.23%,330,"131,323",43.73B,,131323,43730000000
EOG,"EOG Resources, Inc.",74.86,-0.25,-0.33%,1.698M,4.804M,43.686B,,4804000,43686000000
COF-PG,Capital One Financial Corporation,25.71,0.09,+0.35%,"8,843","33,031",43.576B,4.96,33031,43576000000
TRI,Thomson Reuters Corporation,87.51,0.53,+0.62%,"279,541","479,596",43.268B,38.96,479596,43268000000
E,Eni S.p.A.,24.65,0.1,+0.41%,"234,262","382,675",43.267B,15.82,382675,43267000000
IDXX,"IDEXX Laboratories, Inc.",502.07,13.29,+2.72%,"144,285","450,351",42.89B,74.82,450351,42890000000
AMKBY,A.P. Møller - Mærsk A/S,11.48,0.3,+2.69%,"217,970","154,505",42.724B,15.83,154505,42724000000
HENKY,Henkel AG & Co. KGaA,23.65,-0.25,-1.07%,"2,238","62,353",42.709B,3.50,62353,42709000000
BCLYF,Barclays PLC,2.4400,0.0,0.00%,47,"52,966",42.445B,87.14,52966,42445000000
DOCU,"DocuSign, Inc.",221.71,9.04,+4.25%,1.735M,3.211M,42.404B,,3211000,42404000000
ALGN,"Align Technology, Inc.",535.22,23.43,+4.58%,"263,981","575,718",42.353B,23.88,575718,42353000000
MTCH,"Match Group, Inc.",156.97,10.12,+6.89%,"889,399",2.875M,42.221B,321.66,2875000,42221000000
BCS,Barclays PLC,9.69,-0.05,-0.51%,4.94M,7.043M,42.184B,86.52,7043000,42184000000
MFC,Manulife Financial Corporation,21.72,0.25,+1.16%,1.206M,3.158M,42.106B,23.63,3158000,42106000000
CRARY,Crédit Agricole S.A.,7.23,-0.19,-2.53%,"9,184","53,635",42.045B,10.60,53635,42045000000
ABEV,Ambev S.A.,2.7550,0.045,+1.66%,7.38M,25.168M,41.999B,15.65,25168000,41999000000
PSA,Public Storage,240.12,0.28,+0.12%,"152,446","890,960",41.971B,38.17,890960,41971000000
BCE,BCE Inc.,46.32,0.21,+0.46%,2.762M,1.29M,41.872B,20.19,1290000,41872000000
SLB,Schlumberger Limited,29.89,-0.06,-0.20%,5.088M,14.102M,41.794B,,14102000,41794000000
COF-PH,Capital One Financial Corporation,25.75,-0.07,-0.27%,"12,936","34,445",41.761B,4.97,34445,41761000000
AIG,"American International Group, Inc.",48.22,0.37,+0.77%,1.318M,4.797M,41.7B,,4797000,41700000000
DD,"DuPont de Nemours, Inc.",77.42,0.73,+0.95%,1.132M,13.399M,41.659B,,13399000,41659000000
ALBHF,Alibaba Health Information Technology Limited,3.1180,0.1779,+6.05%,"5,608","83,784",41.644B,,83784,41644000000
KNYJY,KONE Oyj,40.13,0.58,+1.48%,"5,041","25,413",41.631B,41.76,25413,41631000000
DSDVY,DSV Panalpina A/S,94.25,0.33,+0.35%,"4,602","48,973",41.617B,58.87,48973,41617000000
SYY,Sysco Corporation,81.24,0.01,+0.01%,"826,967",2.593M,41.466B,,2593000,41466000000
EXC,Exelon Corporation,42.47,0.61,+1.46%,2.249M,5.107M,41.465B,21.13,5107000,41465000000
TAL,TAL Education Group,68.88,1.95,+2.91%,4.386M,3.713M,41.355B,,3713000,41355000000
NGG,National Grid plc,58.79,0.15,+0.26%,"104,814","329,143",41.253B,9.13,329143,41253000000
APTV,Aptiv PLC,152.71,4.02,+2.71%,"580,586",1.911M,41.237B,22.92,1911000,41237000000
CTSH,Cognizant Technology Solutions Corporation,77.68,1.66,+2.18%,1.193M,2.89M,41.218B,30.23,2890000,41218000000
CMG,"Chipotle Mexican Grill, Inc.","1,459.12",42.45,+3.00%,"120,587","297,200",41.066B,116.54,297200,41066000000
ROP,"Roper Technologies, Inc.",390.70,4.64,+1.20%,"129,008","609,363",41B,43.51,609363,41000000000
HOCPY,HOYA Corporation,110.54,0.53,+0.48%,"40,999","26,530",40.868B,43.38,26530,40868000000
LLDTF,Lloyds Banking Group plc,0.5713,0.0076,+1.35%,"100,000","53,193",40.831B,,53193,40831000000
ECIFY,Electricité de France S.A.,2.5750,0.275,+11.96%,"36,237","41,128",40.818B,14.32,41128,40818000000
SXYAY,Sika AG,28.59,0.78,+2.80%,"15,410","66,262",40.596B,63.29,66262,40596000000
AEP,"American Electric Power Company, Inc.",81.56,0.36,+0.44%,"956,318",3.123M,40.508B,18.45,3123000,40508000000
LULU,Lululemon Athletica Inc.,310.73,1.73,+0.56%,"779,830",1.613M,40.5B,72.92,1613000,40500000000
AHCHY,Anhui Conch Cement Company Limited,32.89,0.52,+1.62%,"2,509","25,180",40.425B,8.58,25180,40425000000
