symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
FERN,Fernhill Corporation,0.0013,0.0005,62.50%,257.019M,31.91M,3.74M,0.03,31910000,3740000
ARSN,Aureus Incorporated,0.0032,0.0007,28.00%,17.808M,53.398M,3.667M,,53398000,3667000
ITOX,"IIOT-OXYS, Inc.",0.025,0.003,13.64%,4.308M,6.278M,3.653M,,6278000,3653000
CCTC,"Clean Coal Technologies, Inc.",0.0111,-0.0005,-4.31%,2.458M,1.931M,3.638M,,1931000,3638000
RTON,"Right On Brands, Inc.",0.0039,0.0009,32.20%,96.823M,207.995M,3.571M,,207995000,3571000
VPOR,"Vapor Group, Inc.",0.0005,-0.0001,-10.00%,34.736M,68.377M,3.552M,,68377000,3552000
MYDX,"MyDx, Inc.",0.0006,0.0001,20.00%,59.696M,145.28M,3.541M,,145280000,3541000
IFBC,Italian Food & Beverage Corp.,0.0083,-0.001,-10.66%,3.011M,2.952M,3.519M,,2952000,3519000
PGAS,"Petrogress, Inc.",0.112,0.022,24.44%,1.092M,1.606M,3.489M,,1606000,3489000
ANDI,Andiamo Corporation,0.0007,0.0003,75.00%,19.907M,36.066M,3.443M,,36066000,3443000
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0045,0,0.00%,"3,95,010",1.738M,3.41M,,1738000,3410000
IMJX,Imagexpres Corp.,0.0003,0,0.00%,24.532M,36.666M,3.382M,,36666000,3382000
BLXX,"Blox, Inc.",0.0124,0.004,47.62%,1.514M,5.228M,3.28M,,5228000,3280000
NGCG,"New Generation Consumer Group, Inc.",0.0069,-0.0004,-5.48%,1.676M,5.928M,3.245M,,5928000,3245000
TFBN,TFN Football Network,0.0005,0.0001,25.00%,1.936M,2.8M,3.243M,,2800000,3243000
ATNP,Atlantis Technology Group,0.0003,0,0.00%,5.218M,36.429M,3.224M,,36429000,3224000
SINX,Sionix Corp.,0.0018,-0.0007,-28.00%,"5,48,128",1.3M,3.222M,,1300000,3222000
IRNC,IronClad Encryption Corporation,0.0011,0.0002,22.22%,54.015M,76.197M,3.152M,,76197000,3152000
KOSK,One Step Vending Corp.,0.01,0.0016,19.05%,4.411M,4.304M,3.146M,,4304000,3146000
BLEVF,Beleave Inc.,0.0055,0,0.00%,"2,65,314",1.168M,3.115M,,1168000,3115000
XCLL,"XcelMobility, Inc.",0.0014,-0.0003,-15.66%,"2,65,100",3.97M,3.025M,,3970000,3025000
NGBL,"Notis Global, Inc.",0.0003,0,0.00%,24.987M,36.057M,3M,,36057000,3000000
GCAN,"The Greater Cannabis Company, Inc.",0.0089,0.0004,5.29%,4.173M,27.717M,2.972M,,27717000,2972000
IDCN,Indocan Resources Inc.,0.0004,0.0001,33.33%,10.572M,39.721M,2.963M,,39721000,2963000
DLAD,Cabal Communications Corporation,0.0003,0,0.00%,15.315M,81.303M,2.959M,,81303000,2959000
BLIAQ,BB Liquidating Inc.,0.017,-0.0004,-2.30%,"4,31,506",1.868M,2.956M,,1868000,2956000
LDSI,"Life Design Station International, Inc.",0.0013,0,0.00%,"5,11,500",1.291M,2.955M,,1291000,2955000
RMTD,"Remote Dynamics, Inc.",0.0005,0,0.00%,184.039M,224.187M,2.933M,,224187000,2933000
DLCR,Kibush Capital Corporation,0.0065,-0.0004,-5.80%,2.524M,9.497M,2.882M,,9497000,2882000
GSPI,"Green Star Products, Inc.",0.0064,-0.0008,-11.39%,1.604M,2.586M,2.856M,,2586000,2856000
FTWS,Flitways Technology Inc.,0.0014,0.0002,16.67%,29.223M,111.904M,2.8M,,111904000,2800000
VRUS,"Verus International, Inc.",0.2821,-0.0279,-9.00%,"79,170",34.661M,2.779M,,34661000,2779000
DKTS,Top Shelf Brands Holdings Corp.,0.0004,0.0001,33.33%,14.52M,21.494M,2.778M,,21494000,2778000
VIBI,Vilacto Bio Inc.,0.0013,0.0002,18.18%,38.443M,107.342M,2.778M,,107342000,2778000
DPBE,"Deep Blue Marine, Inc.",0.0015,0.0001,7.14%,"2,33,333",10.571M,2.699M,,10571000,2699000
VSYM,"View Systems, Inc.",0.0007,0.0002,40.00%,21.144M,109.094M,2.697M,,109094000,2697000
BIEI,"Premier Biomedical, Inc.",0.0026,-0.0001,-3.70%,17.966M,26.332M,2.6M,,26332000,2600000
PMDP,"Plateau Mineral Development, Inc.",0.0002,0,0.00%,14.505M,28.086M,2.599M,,28086000,2599000
EVIO,"EVIO, Inc.",0.0037,0.0006,19.35%,83.852M,46.277M,2.549M,,46277000,2549000
SKYF,"Sky440, Inc.",0.0005,0,0.00%,49.47M,96.947M,2.529M,,96947000,2529000
TPAC,"Trans-Pacific Aerospace Company, Inc.",0.0003,0,0.00%,99.208M,119.328M,2.467M,,119328000,2467000
TMGI,"The Marquie Group, Inc.",0.0009,0,0.00%,168.971M,134.485M,2.443M,,134485000,2443000
PZOO,"Pazoo, Inc.",0.0009,0.0001,12.50%,17.164M,78.489M,2.419M,,78489000,2419000
CUBV,CUBA Beverage Company,0.0021,0.0005,31.25%,8.317M,33.804M,2.393M,,33804000,2393000
SKPO,"Skye Petroleum, Inc.",0.0095,0.0016,20.25%,"9,36,507",2.019M,2.375M,,2019000,2375000
MGLG,"Magellan Energy, Ltd.",0.0003,0,0.00%,28.733M,54.737M,2.341M,,54737000,2341000
RMSL,"REMSleep Holdings, Inc.",0.0075,0.0008,11.94%,7.677M,11.102M,2.312M,,11102000,2312000
RGSEQ,"Real Goods Solar, Inc.",0.0189,-0.0006,-3.08%,"2,06,620",1.249M,2.28M,,1249000,2280000
ATWT,"ATWEC Technologies, Inc.",0.0775,0.016,26.02%,3.447M,3.988M,2.277M,,3988000,2277000
TXTM,"ProText Mobility, Inc.",0.0015,-0.0002,-11.76%,115.219M,93.187M,2.242M,,93187000,2242000
SHOM,"Southern Home Medical, Inc.",0.0015,0.0002,15.38%,6.29M,51.779M,2.23M,,51779000,2230000
TXSO,"Texas South Energy, Inc.",0.0022,-0.0004,-16.03%,2.485M,1.964M,2.198M,,1964000,2198000
TWOH,Two Hands Corporation,0.0041,0.0003,6.77%,18.655M,31.88M,2.193M,,31880000,2193000
SLLN,Searchlight Solutions Ltd.,0.0004,0.0001,33.33%,9.354M,16.206M,2.183M,,16206000,2183000
ICLD,"InterCloud Systems, Inc.",0.0027,0.0004,17.39%,5.834M,21.926M,2.169M,,21926000,2169000
ARYC,Arrayit Corporation,0.0019,0,0.00%,"5,76,200",1.163M,2.14M,,1163000,2140000
NSPX,"Inspyr Therapeutics, Inc.",0.014,0.0032,29.33%,7.573M,19.776M,2.1M,,19776000,2100000
SMAA,"SMA Alliance, Inc.",0.0009,0.0001,12.50%,3.63M,31.146M,2.081M,0.45,31146000,2081000
LATF,Latteno Food Corp.,0.0004,0,0.00%,75.855M,189.348M,2.065M,,189348000,2065000
RBDC,"RBID.com, Inc.",0.0004,0,0.00%,4.84M,62.509M,2.021M,,62509000,2021000
NSPT,Newron Sport,0.0004,0,0.00%,14.008M,123.032M,1.994M,,123032000,1994000
RSPI,RespireRx Pharmaceuticals Inc.,0.0307,-0.0043,-12.29%,1.091M,1.773M,1.982M,,1773000,1982000
LFAP,"LGBTQ Loyalty Holdings, Inc.",0.0075,-0.0002,-2.60%,1.015M,2.878M,1.953M,,2878000,1953000
BEMG,"Beta Music Group, Inc.",0.0051,0,0.00%,"1,00,000",2.093M,1.936M,,2093000,1936000
ELRA,"Elray Resources, Inc.",0.0008,0,0.00%,13.889M,41.786M,1.924M,,41786000,1924000
RDWD,"Redwood Group International, Inc.",0.0004,0.0001,14.29%,30.007M,28.767M,1.92M,,28767000,1920000
EFIR,"EGPI Firecreek, Inc.",0.0006,0.0001,9.09%,270.023M,260.877M,1.904M,,260877000,1904000
SPOI,"SPO Networks, Inc.",0.0029,0.0001,3.57%,22.316M,4.331M,1.875M,,4331000,1875000
JMON,James Monroe Capital Corporation,0.0005,0,0.00%,100,2.938M,1.873M,,2938000,1873000
MEMI,Miracle Entertainment Inc.,0.0012,-0.0003,-20.00%,"3,50,043",2.936M,1.86M,,2936000,1860000
GDET,"GD Entertainment & Technology, Inc.",0.0016,0,3.23%,70.513M,245.333M,1.834M,,245333000,1834000
LLLI,"Lamperd Less Lethal, Inc.",0.0238,-0.0002,-0.83%,1.011M,6.09M,1.8M,,6090000,1800000
ATIG,Atlantis Internet Group Corp.,0.0006,0.0002,50.00%,5.44M,6.516M,1.779M,0.09,6516000,1779000
OPMG,"Options Media Group Holdings, Inc.",0.0004,0,0.00%,3.125M,4.854M,1.754M,,4854000,1754000
TFZI,"The Fight Zone, Inc.",0.0002,0,0.00%,6.045M,38.639M,1.751M,,38639000,1751000
APTY,"APT Systems, Inc.",0.002,0.0003,17.65%,68.263M,83.299M,1.75M,,83299000,1750000
DEWM,"Dewmar International BMC, Inc.",0.001,0,0.00%,20.895M,23.519M,1.709M,1,23519000,1709000
SGLN,"SurgLine International, Inc.",0.0003,0.0001,50.00%,7.388M,23.714M,1.707M,,23714000,1707000
TSPG,TGI Solar Power Group Inc.,0.0079,0.0009,12.86%,4.911M,24.764M,1.705M,,24764000,1705000
ADHC,American Diversified Holdings Corporation,0.0038,-0.0035,-47.95%,243.21M,32.749M,1.703M,,32749000,1703000
CNABQ,United Cannabis Corporation,0.0199,-0.0001,-0.50%,"6,23,126",3.022M,1.698M,,3022000,1698000
AFTC,"Alternative Fuel Technologies, Inc.",0.0008,0.0001,23.08%,3.302M,3.475M,1.675M,,3475000,1675000
HCEI,"Healthy Coffee International, Inc.",0.0013,-0.0006,-31.58%,2M,1.224M,1.658M,,1224000,1658000
HTDS,Hard to Treat Diseases Inc.,0.0003,0.0001,50.00%,39.88M,30.57M,1.645M,,30570000,1645000
SSOF,"665 Energy, Inc.",0.0016,0.0002,14.29%,9.121M,10.651M,1.629M,,10651000,1629000
ACCA,"Acacia Diversified Holdings, Inc.",0.03,0.002,7.14%,"3,36,352",1.414M,1.628M,,1414000,1628000
GLCO,Global Links Corp.,0.0032,0.0006,23.08%,6.249M,12.583M,1.607M,,12583000,1607000
KATX,KAT Exploration Inc.,0.001,0.0003,42.86%,30.535M,57.08M,1.599M,,57080000,1599000
CYPW,"Cyclone Power Technologies, Inc.",0.0003,-0.0001,-25.00%,18.622M,28.819M,1.588M,,28819000,1588000
DTSL,"Delivery Technology Solutions, Inc.",0.0004,0,0.00%,19.479M,54.782M,1.565M,,54782000,1565000
TXMC,The Tirex Corporation,0.0004,-0.0003,-42.86%,3.293M,6.438M,1.563M,,6438000,1563000
HALB,Halberd Corporation,0.0365,0.0045,14.06%,6.43M,12.314M,1.563M,12.17,12314000,1563000
MJTV,"MJ Biotech, Inc.",0.0046,-0.0001,-2.13%,4.148M,33.043M,1.556M,,33043000,1556000
DMAN,"Demand Brands, Inc.",0.009,0,0.00%,2.602M,11.028M,1.54M,,11028000,1540000
VRED,"Virtual Ed Link, Inc.",0.0004,0,0.00%,1.225M,1.694M,1.504M,,1694000,1504000
EUOT,"Eurotech, Ltd.",0.0004,0,0.00%,6.079M,18.064M,1.477M,,18064000,1477000
FHBC,"Fernhill Beverage, Inc.",0.002,0.0001,5.26%,26.653M,27.705M,1.471M,,27705000,1471000
ABWN,Airborne Wireless Network,0.0003,0,0.00%,53.472M,75.884M,1.459M,,75884000,1459000
EESO,"Enzyme Environmental Solutions, Inc.",0.0004,0,0.00%,1.091M,7.194M,1.458M,,7194000,1458000
HFBG,"Hall of Fame Beverages, Inc.",0.0002,0,0.00%,11.238M,32.684M,1.447M,,32683999,1447000
MSITF,Medical Services International Inc.,0.0003,0,0.00%,1.45M,31.498M,1.44M,,31498000,1440000
DCLT,"Data Call Technologies, Inc.",0.009,-0.0003,-3.23%,1.008M,4.447M,1.413M,,4447000,1413000
UCPA,United Communications Partners Inc.,0.0066,0.0006,10.00%,1.91M,3.406M,1.372M,6.6,3406000,1372000
SMEV,"Simulated Environment Concepts, Inc.",0.0019,0.0003,18.75%,3.661M,7.629M,1.316M,,7629000,1316000
HDII,"Hypertension Diagnostics, Inc.",0.025,0.001,4.17%,1.234M,4.376M,1.31M,,4376000,1310000
DVLP,"Golden Developing Solutions, Inc.",0.004,0,0.00%,"3,24,973",1.169M,1.305M,,1169000,1305000
RJDG,"RJD Green, Inc.",0.0165,-0.0001,-0.60%,"5,63,195",3.664M,1.295M,1.83,3664000,1295000
TECO,Trimerica Energy Corporation,0.0006,0.0001,20.00%,"4,07,285",3.92M,1.276M,,3920000,1276000
CZNI,"Cruzani, Inc.",0.0015,0.0001,7.14%,49.879M,72.494M,1.27M,,72494000,1270000
CLIS,ClickStream Corporation,0.2605,0.0185,7.64%,5.853M,5.286M,1.237M,,5286000,1237000
MYFT,"myFreightWorld Technologies, Inc.",0.0014,0,0.00%,2.718M,6.118M,1.236M,,6118000,1236000
HIRU,Hiru Corporation,0.0007,0.0001,16.67%,3.539M,9.53M,1.224M,0.17,9530000,1224000
KGRI,"The Kiley Group, Inc.",0.0004,0.0001,33.33%,11.549M,33.743M,1.212M,,33743000,1212000
KGET,"CaliPharms, Inc.",0.0003,0.0001,20.00%,46.712M,126.752M,1.204M,,126752000,1204000
TGRO,"Tiger Oil and Energy, Inc.",0.0008,0.0004,100.00%,18.836M,32.861M,1.199M,,32860999,1199000
COWI,"CoroWare, Inc.",0.0011,0.0003,42.50%,282.589M,311.177M,1.194M,,311177000,1194000
BRGO,"Bergio International, Inc.",0.0143,0.0023,18.83%,6.492M,10.11M,1.187M,,10110000,1187000
GTLA,GT Legend Automotive Holdings Inc.,0.0002,-0.0001,-33.33%,3.371M,18.048M,1.184M,,18048000,1184000
ZENG,"Zenergy International, Inc.",0.0022,-0.0001,-4.35%,"1,56,835",1.397M,1.17M,,1397000,1170000
GHST,Ghost Technology Inc,0.0063,0.0003,5.83%,1.196M,2.374M,1.163M,,2374000,1163000
JNSH,JNS Holdings Corporation,0.0119,0.0011,10.19%,4.75M,13.828M,1.155M,11.9,13828000,1155000
OTTV,Viva Entertainment Group Inc.,0.0152,0.0003,2.01%,7.113M,16.893M,1.13M,,16893000,1130000
MIKP,"Mike the Pike Productions, Inc.",0.0005,0,0.00%,"5,39,400",6.516M,1.121M,,6516000,1121000
AFOM,All For One Media Corp.,0.001,0.0001,11.11%,103.243M,179.996M,1.118M,,179996000,1118000
FTXP,"Foothills Exploration, Inc.",0.001,0.0001,11.11%,27.072M,42.241M,1.118M,,42241000,1118000
DTII,Defense Technologies International Corp.,0.023,0.002,9.52%,1.77M,4.457M,1.113M,,4457000,1113000
TGHI,"Touchpoint Group Holdings, Inc.",0.0278,0.0003,1.09%,1.595M,3.8M,1.106M,,3800000,1106000
BUNM,"Burned Media, Ltd.",0.0004,0,2.56%,14.511M,32.064M,1.103M,,32064000,1103000
VAPE,"Vape Holdings, Inc.",0.0011,0.0001,10.00%,1.057M,4.158M,1.1M,,4158000,1100000
IGNE,"Igene Biotechnology, Inc.",0.0007,0.0001,16.67%,2.116M,3.459M,1.096M,,3459000,1096000
WTII,"Water Technologies International, Inc.",0.0071,0.0001,1.43%,1.702M,11.995M,1.094M,,11995000,1094000
EWKS,"Earthworks Entertainment, Inc.",0.0003,0,0.00%,21.693M,63.246M,1.083M,,63246000,1083000
VGLS,VG Life Sciences Inc.,0.0074,0.0003,5.00%,5.214M,14.519M,1.079M,,14519000,1079000
PHMB,"PharmaCom BioVet, Inc.",0.0003,0,0.00%,57.469M,99.557M,1.078M,,99557000,1078000
SHMN,"SOHM, Inc.",0.0033,-0.0009,-21.43%,13.588M,48.879M,1.076M,,48879000,1076000
PSYC,Global Trac Solutions Inc.,0.0195,0.0012,6.56%,11.342M,17.173M,1.076M,,17173000,1076000
CDNO,"Consolidated Capital of North America, Inc.",0.011,0.0038,52.78%,"3,61,694",1.036M,1.074M,,1036000,1074000
MDGC,"MediaG3, Inc.",0.0007,0,0.00%,3.402M,35.168M,1.047M,,35168000,1046999
USNL,"U.S. National Telecom, Inc.",0.0003,0,0.00%,15.51M,7.327M,1.042M,,7327000,1042000
SPRL,"Strat Petroleum, Ltd.",0.0012,-0.0003,-20.00%,1.678M,9.134M,1.033M,,9134000,1032999
MJTK,"CannaSys, Inc.",0.0004,-0.0001,-20.00%,1.679M,12.891M,1.015M,,12891000,1014999
MNDP,"Mundus Group, Inc.",0.0007,0.0001,16.67%,5.688M,5.697M,1M,,5697000,1000000
MCET,"MultiCell Technologies, Inc.",0.0011,-0.0001,-8.33%,74.704M,107.411M,1M,,107411000,1000000
LEAS,Strategic Asset Leasing Inc.,0.0016,0.0001,6.67%,11.734M,45.356M,1M,,45356000,1000000
BCCI,"Baristas Coffee Company, Inc.",0.038,0.003,8.57%,1.606M,1.734M,"9,96,302",,1734000,996302
NWPN,The Now Corporation,0.0104,0.0014,15.56%,23.047M,10.247M,"9,89,255",,10247000,989255
EFLN,eFUEL EFN CORPORATION,0.0004,-0.0002,-33.33%,"8,08,500",5.226M,"9,84,391",,5226000,984391
AMAZ,"Amazing Energy Oil and Gas, Co.",0.01,0.0004,4.17%,6.088M,4.841M,"9,81,012",,4841000,981012
BLDV,"Blue Diamond Ventures, Inc.",0.0049,0.0013,36.11%,31.325M,99.036M,"9,31,000",,99036000,931000
SUTI,"SUTIMCo International, Inc.",0.0011,0.0003,37.50%,34.593M,105.909M,"9,19,790",0,105909000,919790
DRNK,"NOHO, Inc.",0.0029,0.0005,20.83%,270.647M,267.899M,"9,17,925",,267899000,917925
CCAJ,Coastal Capital Acquisition Corp.,0.0004,0.0001,33.33%,6.316M,3.681M,"9,13,896",,3681000,913896
IHSI,"Intelligent Highway Solutions, Inc.",0.0004,-0.0001,-20.00%,282.474M,337.809M,"9,07,904",,337809000,907904
GMZP,GEMZ Corporation,0.001,0,0.00%,1.435M,1.947M,"9,01,625",,1947000,901625
RBII,"Rising BioSciences, Inc.",0.0013,0.0001,8.33%,"3,72,600",3.008M,"8,69,342",,3008000,869342
EMLL,"El Maniel International, Inc.",0.0003,0.0001,50.00%,57.37M,47.268M,"8,67,633",,47268000,867633
WLSI,"Wellstar International, Inc.",0.0003,0,0.00%,11.192M,53.873M,"8,66,415",,53873000,866415
SBES,"South Beach Spirits, Inc.",0.0029,-0.0001,-3.33%,13.542M,47.285M,"8,54,783",,47285000,854783
ICOA,"ICOA, Inc.",0.0004,0,0.00%,26.02M,94.324M,"8,48,340",,94324000,848340
SEEK,"TheDirectory.com, Inc",0.0007,0.0003,75.00%,256.82M,198.828M,"8,47,105",,198828000,847105
MTVX,APT Moto Vox Group Inc,0.0007,0.0002,40.00%,244.513M,258.512M,"8,25,908",,258512000,825908
NBVG,"NutriPure Beverages, Inc.",0.0002,0,0.00%,"7,00,286",4.1M,"8,18,347",,4099999,818347
PTOP,Peer to Peer Network,0.0015,0.0001,7.14%,13.537M,34.082M,"8,12,602",,34082000,812602
LTNC,"Takeover Industries, Inc",0.0276,0.0015,5.75%,334.05M,259.456M,"7,88,901",,259456000,788901
THRA,"Therma-Med, Inc.",0.0002,0,0.00%,"2,00,000",6.954M,"7,84,220",,6954000,784220
ADGO,Advantego  Corporation,0.0011,0.0002,22.22%,76.561M,63.909M,"7,81,412",,63909000,781412
ONCI,"On4 Communications, Inc.",0.0018,0.0004,32.84%,216.126M,231.533M,"7,79,709",,231533000,779709
FNRC,1st NRG Corp.,0.0004,0,0.00%,56.156M,180.188M,"7,61,600",,180188000,761600
SIPC,"Sipp Industries, Inc.",0.012,0.002,20.00%,1.222M,1.932M,"7,59,226",,1932000,759226
NOHO,"Dragon Life Science Holdings Group, Inc.",0.0009,0.0001,12.50%,164.165M,411.623M,"7,46,991",,411623000,746991
RGBP,"Regen BioPharma, Inc.",0.0013,0.0004,44.44%,43.361M,83.11M,"7,42,929",,83110000,742929
BFRE,"BlueFire Renewables, Inc.",0.0008,0,0.00%,"8,35,000",3.327M,"7,41,176",,3327000,741176
NOUV,"Nouveau Life Pharmaceuticals, Inc.",0.0005,0,0.00%,44.25M,153.984M,"7,22,680",,153984000,722680
SKGO,"SkyBridge Technology Group, Inc.",0.0002,-0.0001,-33.33%,1.5M,9.814M,"7,21,800",,9814000,721800
GBHL,"Global Entertainment Holdings, Inc.",0.0027,0.0003,12.50%,13.579M,22.406M,"7,21,467",,22406000,721467
LOGL,"Legend Oil and Gas, Ltd.",0.0018,-0.0001,-5.26%,"4,46,000",1.038M,"7,15,982",,1038000,715982
KALY,"Kali, Inc.",0.0017,0.0002,13.33%,5.711M,13.851M,"7,12,192",0,13851000,712192
INAR,"InternetArray, Inc.",0.0007,0,0.00%,88.841M,83.054M,"7,09,324",,83054000,709324
TGGI,"Trans Global Group, Inc.",0.0015,0.0003,25.00%,90.184M,230.076M,"7,08,658",,230076000,708658
XREG,"XR Energy, Inc.",0.0007,0.0002,40.00%,8.779M,13.507M,"7,02,701",,13507000,702701
ALYI,"Alternet Systems, Inc.",0.0479,-0.0026,-5.15%,177.594M,116.235M,"6,92,174",23.95,116235000,692174
DLRWF,Delta Drone SA,0.028,-0.003,-9.68%,"7,13,161",1.172M,"6,82,813",,1172000,682813
ELCR,"Electric Car Company, Inc.",0.0018,-0.0001,-5.26%,218.979M,221.974M,"6,81,582",,221974000,681582
ILUS,Ilustrato Pictures International Inc.,0.0823,0.0163,24.70%,25.143M,31.729M,"6,72,702",,31729000,672702
DMDD,Diamond Discoveries International Corp.,0.004,0.0016,66.67%,"3,57,900",1.192M,"6,72,456",,1192000,672456
EWRC,"eWorld Companies, Inc.",0.0066,0.0011,20.00%,1.778M,1.155M,"6,57,385",,1155000,657385
SANP,Santo Mining Corporation,0.0104,0.0056,116.67%,1.56B,447.418M,"6,56,812",,447418000,656812
UATG,"Umbra Applied Technologies Group, Inc.",0.0139,0.0034,32.38%,8.323M,35.149M,"6,52,499",,35149000,652499
LGBS,"Legends Business Group, Inc.",0.0039,0.0002,5.41%,65.098M,48.526M,"6,52,298",,48526000,652298
XTRM,"Extreme Biodiesel, Inc.",0.0071,0.0005,6.97%,23.953M,38.868M,"6,52,279",,38868000,652279
PDXP,"PDX Partners, Inc.",0.0012,0.0003,33.33%,9.485M,4.514M,"6,51,600",,4514000,651600
PDMI,"Paradigm Medical Industries, Inc.",0.0004,0,0.00%,10.985M,36.244M,"6,49,756",,36244000,649756
NHMD,Nate's Food Co.,0.0012,0,0.00%,2.55M,3.198M,"6,45,328",,3198000,645328
DVFI,"Diversified Oil & Gas Holdings, Ltd.",0.0023,0.0009,64.29%,"9,61,802",4.054M,"6,44,000",,4054000,644000
ABPR,"Airborne Security & Protective Services, Inc.",0.0013,0.0003,30.00%,"3,60,200",2.626M,"6,40,874",,2626000,640874
GVSI,Good Vibrations Shoes Inc.,0.0005,0,0.00%,17.98M,46.358M,"6,38,825",,46358000,638825
NAFS,"North America Frac Sand, Inc.",0.0077,0.0009,13.24%,3.635M,7.685M,"6,37,594",,7685000,637594
WNBD,Winning Brands Corporation,0.0014,0.0001,3.85%,85.891M,99.699M,"6,30,794",,99699000,630794
VBHI,"Verde Bio Holdings, Inc.",0.0128,-0.0027,-17.42%,4.746M,1.765M,"6,30,534",,1765000,630534
ASKE,Alaska Pacific Energy Corp.,0.0006,0,0.00%,22.351M,53.57M,"6,23,874",,53570000,623874
WNCG,"Wyncrest Group, Inc.",0.0002,-0.0002,-50.00%,1.3M,4.66M,"6,09,780",,4660000,609780
CCTR,"China Crescent Enterprises, Inc.",0.0016,-0.0003,-15.79%,1.489M,4.887M,"5,95,470",0.8,4887000,595470
OMHE,"Omni Health, Inc.",0.0008,0.0004,100.00%,2.963M,3.623M,"5,85,496",,3623000,585496
ADSV,"Allied Security Innovations, Inc.",0.009,0.0053,143.24%,8.433M,10.527M,"5,75,735",,10527000,575735
FITX,"Creative Edge Nutrition, Inc.",0.0003,0,0.00%,5.568M,8.742M,"5,68,500",,8742000,568500
SENY,"Sauer Energy, Inc.",0.054,0.0052,10.66%,"2,15,102",1.548M,"5,61,632",,1548000,561632
BRTX,"BioRestorative Therapies, Inc.",0.0125,-0.0002,-1.57%,65.292M,49.02M,"5,49,887",,49020000,549887
UITA,Utilicraft Aerospace Industries Inc.,0.01,0,0.00%,1.202M,1.54M,"5,45,980",2,1540000,545980
BNYN,Banyan Corp.,0.0004,0,0.00%,2.43M,5.707M,"5,45,323",,5707000,545323
RGGI,Resgreen Group International Inc.,0.1099,-0.0041,-3.60%,"9,77,779",1.787M,"5,44,102",,1787000,544102
AMLH,"American Leisure Holdings, Inc.",0.0007,0.0002,40.00%,20.794M,154.649M,"5,43,897",,154649000,543897
ADBN,"Americana Distribution, Inc.",0.0004,0.0001,33.33%,"2,50,000",1.876M,"5,37,999",,1876000,537999
BOXS,"BoxScore Brands, Inc.",0.014,0.0015,12.00%,3.396M,3.76M,"5,28,047",,3760000,528047
FDBL,"Friendable, Inc.",0.0199,0.002,11.17%,"7,15,571",5.254M,"5,19,499",,5254000,519499
FWDG,FutureWorld Corp.,0.0006,0,0.00%,77.016M,193.292M,"5,18,512",,193292000,518512
HIPH,American Premium Water Corporation,0.008,0.0005,6.67%,24.496M,62.855M,"5,14,875",,62855000,514875
NEOM,"NeoMedia Technologies, Inc.",0.0021,0.0003,16.67%,21.47M,101.376M,"5,08,840",,101376000,508840
GRSO,"Grow Solutions Holdings, Inc.",0.0026,0.0001,4.00%,39.78M,125.343M,"5,07,988",,125343000,507988
DGMA,"Degama Software Solutions, Inc.",0.0002,-0.0001,-33.33%,4.717M,4.012M,"5,06,706",,4011999,506706
EVUS,"EV Charging USA, Inc.",0.0105,0.0022,27.04%,10.554M,17.77M,"5,06,014",,17770000,506014
VCBDQ,"Vitalibis, Inc.",0.0022,0.0002,10.00%,"9,36,682",6.387M,"5,00,368",,6387000,500368
THRR,"Thresher Industries, Inc.",0.0005,0.0002,66.67%,5.65M,8.474M,"4,99,892",,8474000,499892
PJET,"Priority Aviation, Inc.",0.0013,-0.0001,-7.14%,4.417M,7.751M,"4,98,703",,7751000,498703
LYJN,"Lyric Jeans, Inc.",0.0005,0,0.00%,"9,60,000",2.916M,"4,95,147",,2916000,495147
EPAZ,"Epazz, Inc.",0.039,0.0021,5.69%,1.56M,4.809M,"4,93,166",39,4809000,493166
GRLT,"GRILLiT, Inc.",0.0022,0.0003,15.79%,68.366M,114.339M,"4,90,921",,114339000,490921
FCGD,First Colombia Gold Corp.,0.0005,0,0.00%,155.287M,213.663M,"4,83,788",,213663000,483788
AURI,"Auri, Inc.",0.003,0.0009,43.81%,12.608M,16.792M,"4,81,895",,16792000,481895
HYBE,"Hybrid Energy Holdings, Inc.",0.0006,0,0.00%,8.287M,20.448M,"4,79,814",0.02,20448000,479814
RETC,12 ReTech Corporation,0.0008,0.0002,33.33%,57.623M,65.2M,"4,79,203",,65200000,479203
EATR,"Eastern Asteria, Inc.",0.0003,-0.0001,-25.00%,13.02M,22.404M,"4,70,895",,22404000,470895
VTMB,"Vitamin Blue, Inc.",0.001,0,-1.96%,"4,00,000",2.807M,"4,70,043",,2807000,470043
WDHR,"WeedHire International, Inc.",0.0006,0.0001,20.00%,131.379M,156.402M,"4,67,188",,156402000,467188
ITVI,"Interact-TV, Inc.",0.0008,0,0.00%,26.958M,80.702M,"4,61,375",,80702000,461375
PRHB,"Pure H20 Bio-Technologies, Inc.",0.0003,0,0.00%,1.087M,3.807M,"4,49,991",,3807000,449991
FTPM,"420 Property Management, Inc.",0.0011,0.0001,13.57%,1.452M,5.424M,"4,45,999",,5424000,445999
FDMF,"Freedom Energy Holdings, Inc.",0.0005,0.0001,25.00%,74.503M,85.329M,"4,44,003",,85329000,444003
SWRM,"AppSwarm, Inc.",0.031,0.0056,22.05%,25.601M,59.916M,"4,23,615",,59916000,423615
DRNG,"Drone Guarder, Inc.",0.0009,0.0003,50.00%,23.271M,82.645M,"4,16,999",,82645000,416999
